plugin_id,severity,name
63449,CRITICAL,Adobe AIR 3.x <= 3.5.0.880 Buffer Overflow (APSB13-01)
63450,CRITICAL,Flash Player <= 10.3.183.48 / 11.5.502.135 Buffer Overflow (APSB13-01)
63453,CRITICAL,Adobe Acrobat < 11.0.1 / 10.1.5 / 9.5.3 Multiple Vulnerabilities (APSB13-02)
63454,CRITICAL,Adobe Reader < 11.0.1 / 10.1.5 / 9.5.3 Multiple Vulnerabilities (APSB13-02)
63521,CRITICAL,Oracle Java SE 7 < Update 11 Multiple Vulnerabilities
63522,HIGH,MS13-008: Security Update for Internet Explorer (2799329)
63551,CRITICAL,Firefox < 18.0 Multiple Vulnerabilities
63643,MEDIUM,MS13-006: Vulnerability in Microsoft Windows Could Allow Security Feature Bypass (2785220) (uncredentialed check)
64361,LOW,Wireshark 1.6.x < 1.6.13 Multiple Vulnerabilities
64454,CRITICAL,Oracle Java SE Multiple Vulnerabilities (February 2013 CPU)
64506,HIGH,Flash Player <= 10.3.183.50 / 11.5.502.146 Multiple Vulnerabilities (APSB13-04)
64532,LOW,OpenSSL 0.9.8 < 0.9.8y Multiple Vulnerabilities
64570,HIGH,MS13-009: Security Update for Internet Explorer (2792100)
64571,HIGH,MS13-010: Vulnerability in Vector Markup Language Could Allow Remote Code Execution (2797052)
64572,HIGH,MS13-011: Vulnerability in Media Decompression Could Allow Remote Code Execution (2780091)
64576,CRITICAL,MS13-015: Vulnerability in .NET Framework Could Allow Elevation of Privilege (2800277)
64577,MEDIUM,MS13-016: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2778344)
64578,HIGH,MS13-017: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2799494)
64579,HIGH,MS13-018: Vulnerability in TCP/IP Could Allow Denial of Service (2790655)
64580,HIGH,MS13-019: Vulnerability in Windows Client/Server Run-time Subsystem (CSRSS) Could Allow Elevation of Privilege (2790113)
64581,HIGH,MS13-020: Vulnerability in OLE Automation Could Allow Remote Code Execution (2802968)
64583,CRITICAL,Adobe AIR 3.x <= 3.5.0.1060 Buffer Overflow (APSB13-05)
64584,CRITICAL,Flash Player <= 10.3.183.51 / 11.5.502.149 Multiple Vulnerabilities (APSB13-05)
64621,CRITICAL,Shockwave Player <= 11.6.8.638 Multiple Vulnerabilities (APSB13-06)
64689,CRITICAL,Adobe ColdFusion Authentication Bypass (APSB13-03)
64723,CRITICAL,Firefox < 19.0 Multiple Vulnerabilities
64785,HIGH,Adobe Acrobat < 11.0.2 / 10.1.6 / 9.5.4 Multiple Vulnerabilities (APSB13-07)
64786,HIGH,Adobe Reader < 11.0.2 / 10.1.6 / 9.5.4 Multiple Vulnerabilities (APSB13-07)
64790,CRITICAL,Oracle Java SE Multiple Vulnerabilities (February 2013 CPU Update 1)
64912,MEDIUM,Apache 2.2.x < 2.2.24 Multiple XSS Vulnerabilities
64916,CRITICAL,Flash Player <= 10.3.183.63 / 11.6.602.168 Multiple Vulnerabilities (APSB13-08)
64992,HIGH,PHP 5.3.x < 5.3.22 Multiple Vulnerabilities
65048,CRITICAL,Oracle Java JDK / JRE 5 < Update 41 Remote Code Execution (Windows)
65050,CRITICAL,Oracle Java JDK / JRE 6 < Update 43 Remote Code Execution (Windows)
65052,CRITICAL,Oracle Java JDK / JRE 7 < Update 17 Remote Code Execution (Windows)
65131,HIGH,Firefox < 19.0.2 nsHTMLEditor Use-After-Free
65210,HIGH,MS13-021: Security Update for Internet Explorer (2809289)
65212,HIGH,MS13-023: Vulnerability in Microsoft Visio Viewer 2010 Could Allow Remote Code Execution (2801261)
65214,MEDIUM,MS13-025: Vulnerability in Microsoft OneNote Could Allow Information Disclosure (2816264)
65215,HIGH,MS13-027: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation Of Privilege (2807986)
65218,CRITICAL,Adobe AIR 3.x <= 3.6.0.597 Buffer Overflow (APSB13-09)
65219,CRITICAL,Flash Player <= 10.3.183.67 / 11.6.602.171 Multiple Vulnerabilities (APSB13-09)
65253,MEDIUM,Wireshark 1.6.x < 1.6.14 Multiple Vulnerabilities
65254,HIGH,Wireshark 1.8.x < 1.8.6 Multiple Vulnerabilities
65789,MEDIUM,Core FTP < 2.2 build 1769 Multiple Buffer Overflows
65806,CRITICAL,Firefox < 20 Multiple Vulnerabilities
65875,HIGH,MS13-028: Security Update for Internet Explorer (2817183)
65876,HIGH,MS13-029: Vulnerability in Remote Desktop Client Could Allow Remote Code Execution (2828223)
65878,MEDIUM,MS13-031: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2813170)
65879,MEDIUM,MS13-032: Vulnerability in Active Directory Could Lead to Denial of Service (2830914)
65880,HIGH,MS13-033: Vulnerability in Windows Client/Server Run-time Subsystem Could Allow Elevation of Privilege (2820917)
65883,MEDIUM,MS13-036: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2829996)
65891,HIGH,Cisco IOS Software Smart Install Denial of Service Vulnerability (cisco-sa-20130327-smartinstall)
65909,CRITICAL,Adobe AIR 3.x <= 3.6.0.6090 Multiple Vulnerabilities (APSB13-11)
65910,CRITICAL,Flash Player <= 10.3.183.68 / 11.6.602.180 Multiple Vulnerabilities (APSB13-11)
65913,CRITICAL,Shockwave Player <= 12.0.0.112 Multiple Vulnerabilities (APSB13-12)
65995,CRITICAL,Oracle Java SE Multiple Vulnerabilities (April 2013 CPU)
66409,CRITICAL,Adobe Acrobat < 11.0.3 / 10.1.7 / 9.5.5 Multiple Vulnerabilities (APSB13-15)
66410,CRITICAL,Adobe Reader < 11.0.3 / 10.1.7 / 9.5.5 Multiple Vulnerabilities (APSB13-15)
66412,HIGH,MS13-037: Cumulative Security Update for Internet Explorer (2829530)
66413,HIGH,MS13-038: Security Update for Internet Explorer (2847204)
66415,HIGH,MS13-040: Vulnerabilities in .NET Framework Could Allow Spoofing (2836440)
66417,CRITICAL,MS13-042: Vulnerabilities in Microsoft Publisher Could Allow Remote Code Execution (2830397)
66418,HIGH,MS13-043: Vulnerability in Microsoft Word Could Allow Remote Code Execution (2830399)
66421,MEDIUM,MS13-045: Vulnerability in Windows Essentials Could Allow Information Disclosure (2813707)
66422,HIGH,MS13-046: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2840221)
66423,MEDIUM,MS KB2820197: Update Rollup for ActiveX Kill Bits
66425,HIGH,MS Security Advisory 2846338: Vulnerability in Microsoft Malware Protection Engine Could Allow Remote Code Execution
66427,MEDIUM,Apache Tomcat 7.0.0 < 7.0.33
66428,MEDIUM,Apache Tomcat 7.0.0 < 7.0.40 multiple vulnerabilities
66444,CRITICAL,Adobe AIR <= 3.7.0.1530 Multiple Vulnerabilities (APSB13-14)
66445,CRITICAL,Flash Player <= 10.3.183.75 / 11.7.700.169 Multiple Vulnerabilities (APSB13-14)
66480,CRITICAL,Firefox < 21.0 Multiple Vulnerabilities
66543,MEDIUM,Wireshark 1.6.x < 1.6.15 ASN.1 BER Dissector Malformed Packet Handling DoS
66544,HIGH,Wireshark 1.8.x < 1.8.7 Multiple Vulnerabilities
66584,HIGH,PHP 5.3.x < 5.3.23 Multiple Vulnerabilities
66585,HIGH,PHP 5.4.x < 5.4.13 Information Disclosure
66636,HIGH,QuickTime < 7.7.4 Multiple Vulnerabilities (Windows)
66842,MEDIUM,PHP 5.3.x < 5.3.26 Multiple Vulnerabilities
66843,MEDIUM,PHP 5.4.x < 5.4.16 Multiple Vulnerabilities
66863,HIGH,MS13-047: Cumulative Security Update for Internet Explorer (2838727)
66864,MEDIUM,MS13-048: Vulnerability in Windows Kernel Could Allow Information Disclosure (2839229)
66865,HIGH,MS13-049: Vulnerability in Kernel-Mode Driver Could Allow Denial of Service (2845690)
66866,HIGH,MS13-050: Vulnerability in Windows Print Spooler Components Could Allow Elevation of Privilege (2839894)
66871,CRITICAL,Adobe AIR <= 3.7.0.1860 Memory Corruption (APSB13-16)
66872,CRITICAL,Flash Player <= 10.3.183.86 / 11.7.700.202 Memory Corruption (APSB13-16)
66894,MEDIUM,Wireshark 1.6.x < 1.6.16 Multiple DoS Vulnerabilities
66895,MEDIUM,Wireshark 1.8.x < 1.8.8 Multiple Vulnerabilities
66932,CRITICAL,Oracle Java SE Multiple Vulnerabilities (June 2013 CPU)
66993,CRITICAL,Firefox < 22.0 Multiple Vulnerabilities
67209,HIGH,MS13-052: Vulnerabilities in .NET Framework and Silverlight Could Allow Remote Code Execution (2861561)
67210,HIGH,MS13-053: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution (2850851)
67211,HIGH,MS13-054: Vulnerability in GDI+ Could Allow Remote Code Execution (2848295)
67212,HIGH,MS13-055: Cumulative Security Update for Internet Explorer (2846071)
67213,HIGH,MS13-056: Vulnerability in Microsoft DirectShow Could Allow Remote Code Execution (2845187)
67214,HIGH,MS13-057: Vulnerability in Windows Media Format Runtime Could Allow Remote Code Execution (2847883)
67215,MEDIUM,MS13-058: Vulnerability in Windows Defender Could Allow Elevation of Privilege (2847927)
67225,CRITICAL,Flash Player <= 10.3.183.90 / 11.7.700.224 Multiple Vulnerabilities (APSB13-17)
67233,CRITICAL,Shockwave Player <= 12.0.2.122 Memory Corruption (APSB13-18)
67259,MEDIUM,PHP 5.3.x < 5.3.27 Multiple Vulnerabilities
67260,HIGH,PHP 5.4.x < 5.4.17 Buffer Overflow
68914,MEDIUM,Apache 2.0.x < 2.0.65 Multiple Vulnerabilities
68915,MEDIUM,Apache 2.2.x < 2.2.25 Multiple Vulnerabilities
69014,HIGH,Apache 2.4.x < 2.4.5 Multiple Vulnerabilities
69104,HIGH,Wireshark 1.8.x < 1.8.9 Multiple Vulnerabilities
69185,MEDIUM,Apache OpenOffice < 4.0 Multiple Memory Corruption Vulnerabilities
69269,CRITICAL,Firefox < 23.0 Multiple Vulnerabilities
69324,HIGH,MS13-059: Cumulative Security Update for Internet Explorer (2862772)
69325,HIGH,MS13-060: Vulnerability in Unicode Scripts Processor Could Allow Remote Code Execution (2850869)
69327,CRITICAL,MS13-062: Vulnerability in Remote Procedure Call Could Allow Elevation of Privilege (2849470)
69328,HIGH,MS13-063: Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege (2859537)
69330,HIGH,MS13-065: Vulnerability in ICMPv6 Could Allow Denial of Service (2868623)
69334,MEDIUM,MS KB2862973: Update for Deprecation of MD5 Hashing Algorithm for Microsoft Root Certificate Program
69401,MEDIUM,PHP 5.4.x < 5.4.19 Multiple Vulnerabilities
69476,MEDIUM,FileZilla Client < 3.7.2 SFTP Integer Overflow
69494,MEDIUM,FileZilla Client < 3.7.3 Multiple Vulnerabilities
69828,HIGH,MS13-068: Vulnerability in Microsoft Outlook Could Allow Remote Code Execution (2756473)
69829,HIGH,MS13-069: Cumulative Security Update for Internet Explorer (2870699)
69830,HIGH,MS13-070: Vulnerability in OLE Could Allow Remote Code Execution (2876217)
69831,HIGH,MS13-071: Vulnerability in Windows Theme File Could Allow Remote Code Execution (2864063)
69832,HIGH,MS13-072: Vulnerabilities in Microsoft Office Could Allow Remote Code Execution (2845537)
69833,HIGH,MS13-073: Vulnerabilities in Microsoft Excel Could Allow Remote Code Execution (2858300))
69834,HIGH,MS13-074: Vulnerabilities in Microsoft Access Could Allow Remote Code Execution (2848637)
69835,HIGH,MS13-076: Vulnerabilities in Kernel-Mode Drivers Could Allow Elevation of Privilege (2876315)
69836,MEDIUM,MS13-077: Vulnerability in Windows Service Control Manager Could Allow Elevation of Privilege (2872339)
69838,MEDIUM,MS13-079: Vulnerability in Active Directory Could Allow Denial of Service (2853587)
69844,CRITICAL,Shockwave Player <= 12.0.3.133 Memory Corruption Vulnerabilities (APSB13-23)
69845,CRITICAL,Adobe Acrobat < 11.0.4 / 10.1.8 Multiple Vulnerabilities (APSB13-22)
69846,CRITICAL,Adobe Reader < 11.0.4 / 10.1.8 Multiple Vulnerabilities (APSB13-22)
69865,CRITICAL,Adobe AIR <= 3.8.0.870 Memory Corruptions (APSB13-21)
69866,CRITICAL,Flash Player <= 11.7.700.232 / 11.8.800.94 Memory Corruptions (APSB13-21)
69880,MEDIUM,Wireshark 1.8.x < 1.8.10 Multiple DoS
69993,CRITICAL,Firefox < 24.0 Multiple Vulnerabilities
70214,CRITICAL,Adobe AIR <= 3.7.0.2090 Multiple Vulnerabilities (APSB13-17)
70316,HIGH,Cisco IOS Software DHCP Denial of Service Vulnerability (cisco-sa-20130925-dhcp)
70322,HIGH,Cisco IOS Software Multicast Network Time Protocol Denial of Service Vulnerability (cisco-sa-20130925-ntp)
70332,HIGH,MS13-080: Cumulative Security Update for Internet Explorer (2879017)
70333,HIGH,MS13-081: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Remote Code Execution (2870008)
70334,HIGH,MS13-082: Vulnerabilities in .NET Framework Could Allow Remote Code Execution (2878890)
70335,CRITICAL,MS13-083: Vulnerability in Windows Common Control Library Could Allow Remote Code Execution (2864058)
70337,HIGH,MS13-085: Vulnerabilities in Microsoft Excel Could Allow Remote Code Execution (2885080)
70338,HIGH,MS13-086: Vulnerabilities in Microsoft Word Could Allow Remote Code Execution (2885084)
70339,MEDIUM,MS13-087: Vulnerability in Silverlight Could Allow Information Disclosure (2890788)
70343,HIGH,Adobe Reader 11.0.4 Crafted PDF File Handling JavaScript Scheme URI Execution (APSB13-25)
70395,LOW,MS KB2532445: AppLocker Rules Bypass
70414,CRITICAL,Apache Tomcat / JBoss EJBInvokerServlet / JMXInvokerServlet Multiple Vulnerabilities
70472,CRITICAL,Oracle Java SE Multiple Vulnerabilities (October 2013 CPU)
70545,MEDIUM,Dropbear SSH Server < 2013.59 Multiple Vulnerabilities
70656,HIGH,Core FTP < 2.2 build 1785 CWD Command Buffer Overflow
70716,CRITICAL,Firefox < 25.0 Multiple Vulnerabilities
70763,MEDIUM,Wireshark 1.8.x < 1.8.11 Multiple DoS Vulnerabilities
70846,HIGH,MS13-088: Cumulative Security Update for Internet Explorer (2888505)
70847,HIGH,MS13-089: Critical Vulnerability in Windows Graphics Device Interface Could Allow Remote Code Execution (2876331)
70848,HIGH,MS13-090: Cumulative Security Update of ActiveX Kill Bits (2900986)
70849,HIGH,MS13-091: Vulnerabilities in Microsoft Office Could Allow Remote Code Execution (2885093)
70851,MEDIUM,MS13-093: Vulnerability in Windows Ancillary Function Driver Could Allow Information Disclosure (2875783)
70852,MEDIUM,MS13-094: Vulnerability in Microsoft Outlook Could Allow Information Disclosure (2894514)
70853,MEDIUM,MS13-095: Vulnerability in Digital Signatures Could Allow Denial of Service (2868626)
70854,MEDIUM,MS KB2868725: Update for Disabling RC4
70857,CRITICAL,Adobe AIR <= 3.9.0.1030 Memory Corruptions (APSB13-26)
70858,CRITICAL,Flash Player <= 11.7.700.242 / 11.9.900.117 Memory Corruptions (APSB13-26)
70877,HIGH,ESXi 5.0 < Build 1022489 Multiple Vulnerabilities (remote check)
70878,MEDIUM,ESXi 5.0 < Build 1197855 NFC Traffic Denial of Service (remote check)
70879,MEDIUM,ESXi 5.0 < Build 1311175 Multiple Vulnerabilities (remote check)
70880,HIGH,ESXi 5.0 < Build 515841 Multiple Vulnerabilities (remote check)
70881,HIGH,ESXi 5.0 < Build 608089 Multiple Vulnerabilities (remote check)
70882,HIGH,ESXi 5.0 < Build 702118 Multiple Vulnerabilities (remote check)
70883,HIGH,ESXi 5.0 < Build 721882 Multiple Vulnerabilities (remote check)
70884,HIGH,ESXi 5.0 < Build 764879 Multiple Vulnerabilities (remote check)
70885,HIGH,ESXi 5.0 < Build 912577 Multiple Vulnerabilities (remote check)
70886,MEDIUM,ESXi 5.1 < Build 1063671 Multiple Vulnerabilities (remote check)
70887,MEDIUM,ESXi 5.1 < Build 1142907 NFC Traffic Denial of Service (remote check)
70888,HIGH,ESXi 5.1 < Build 911593 Multiple Vulnerabilities (remote check)
70949,HIGH,Firefox < 25.0.1 NSS and NSPR Multiple Vulnerabilities
71311,HIGH,MS13-096: Vulnerability in Microsoft Graphics Component Could Allow Remote Code Execution (2908005)
71312,HIGH,MS13-097: Cumulative Security Update for Internet Explorer (2898785)
71313,HIGH,MS13-098: Vulnerability in Windows Could Allow Remote Code Execution (2893294)
71314,HIGH,MS13-099: Vulnerability in Microsoft Scripting Runtime Object Library Could Allow Remote Code Execution (2909158)
71316,HIGH,MS13-101: Vulnerabilities in Windows Kernel-Mode Drivers Could Allow Elevation of Privilege (2880430)
71317,MEDIUM,MS13-102: Vulnerability in LRPC Client Could Allow Elevation of Privilege (2898715)
71321,MEDIUM,MS13-106: Vulnerability in a Microsoft Office Shared Component Could Allow Security Feature Bypass (2905238)
71323,HIGH,MS KB2905247: Insecure ASP.NET Site Configuration Could Allow Elevation of Privilege
71342,CRITICAL,Shockwave Player <= 12.0.6.147 Memory Corruptions (APSB13-29)
71347,CRITICAL,Firefox < 26.0 Multiple Vulnerabilities
71350,HIGH,Adobe AIR <= AIR 3.9.0.1210 Multiple Vulnerabilities (APSB13-28)
71351,HIGH,Flash Player <= 11.7.700.252 / 11.9.900.152 Multiple Vulnerabilities (APSB13-28)
71426,HIGH,PHP 5.3.x < 5.3.28 Multiple OpenSSL Vulnerabilities
71427,HIGH,PHP 5.4.x < 5.4.23 OpenSSL openssl_x509_parse() Memory Corruption
71464,MEDIUM,Cisco AnyConnect Secure Mobility Client 2.x / 3.x < 3.0(629) ATL Buffer Overflow
71519,HIGH,IBM DB2 9.7 < Fix Pack 9 Multiple Vulnerabilities
71520,MEDIUM,Wireshark 1.8.x < 1.8.12 Multiple DoS
71773,MEDIUM,ESXi 5.1 < Build 1312873 File Descriptors Privilege Escalation (remote check)
71774,MEDIUM,ESXi 5.5 < Build 1474526 File Descriptors Privilege Escalation (remote check)
71857,MEDIUM,OpenSSL 1.0.1 < 1.0.1f Multiple Vulnerabilities
71927,MEDIUM,PHP 5.4.x < 5.4.24 Multiple Vulnerabilities
71941,HIGH,MS14-001: Vulnerabilities in Microsoft Word and Office Web Apps Could Allow Remote Code Execution (2916605)
71942,HIGH,MS14-002: Vulnerability in Windows Kernel Could Allow Elevation of Privilege (2914368)
71943,HIGH,MS14-003: Vulnerability in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2913602)
71946,CRITICAL,Adobe Acrobat < 10.1.9 / 11.0.6 Multiple Vulnerabilities (APSB14-01)
71947,CRITICAL,Adobe Reader < 10.1.9 / 11.0.6 Multiple Vulnerabilities (APSB14-01)
71950,CRITICAL,Adobe AIR <= AIR 3.9.0.1380 Multiple Vulnerabilities (APSB14-02)
71951,CRITICAL,Flash Player <= 11.7.700.257 / 11.9.900.170 Multiple Vulnerabilities (APSB14-02)
71966,CRITICAL,Oracle Java SE Multiple Vulnerabilities (January 2014 CPU)
72037,LOW,ESXi 5.1 < Build 1483097 Multiple Vulnerabilities (remote check)
72091,CRITICAL,Adobe ColdFusion Unsupported Version Detection
72284,CRITICAL,Flash Player <= 11.7.700.260 / 12.0.0.43 Unspecified Remote Code Execution (APSB14-04)
72331,CRITICAL,Firefox < 27.0 Multiple Vulnerabilities
72388,MEDIUM,WinSCP < 5.1.6 RSA Signature Blob Integer Overflow
72389,MEDIUM,WinSCP < 5.1.7 Multiple Vulnerabilities
72428,HIGH,MS14-005: Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure (2916036)
72430,HIGH,MS14-007: Vulnerability in Direct2D Could Allow Remote Code Execution (2912390)
72432,HIGH,MS14-009: Vulnerabilities in .NET Framework Could Allow Privilege Escalation (2916607)
72433,HIGH,MS14-010: Cumulative Security Update for Internet Explorer (2909921)
72434,HIGH,MS14-011: Vulnerability in VBScript Scripting Engine Could Allow Remote Code Execution (2928390)
72435,CRITICAL,Shockwave Player <= 12.0.7.148 Multiple Memory Corruption Vulnerabilities (APSB14-06)
72583,MEDIUM,BlackBerry Enterprise Server / Enterprise Service / Enterprise Server Express Information Disclosure (KB35647)
72606,CRITICAL,Flash Player <= 11.7.700.261 / 12.0.0.44 Multiple Vulnerabilities (APSB14-07)
72690,MEDIUM,Apache Tomcat 6.0.x < 6.0.39 Multiple Vulnerabilities
72691,MEDIUM,Apache Tomcat 7.0.0 < 7.0.50 multiple vulnerabilities
72692,HIGH,Apache Tomcat 7.0.0 < 7.0.52
72706,HIGH,QuickTime < 7.7.5 Multiple Vulnerabilities (Windows)
72723,MEDIUM,Foxit Reader < 6.1.4 Trojan DLL Injection
72836,CRITICAL,MS11-058: Vulnerabilities in DNS Server Could Allow Remote Code Execution (2562485) (uncredentialed check)
72881,MEDIUM,PHP 5.4.x < 5.4.26 Multiple Vulnerabilities
72930,HIGH,MS14-012: Cumulative Security Update for Internet Explorer (2925418)
72931,HIGH,MS14-013: Vulnerability in Microsoft DirectShow Could Allow Remote Code Execution (2929961)
72932,HIGH,MS14-014: Vulnerability in Silverlight Could Allow Security Feature Bypass (2932677)
72934,HIGH,MS14-015: Vulnerabilities in Windows Kernel-Mode Driver Could Allow Elevation of Privilege (2930275)
72935,MEDIUM,MS14-016: Vulnerability in Security Account Manager Remote (SAMR) Protocol Could Allow Security Feature Bypass (2934418)
72937,MEDIUM,Flash Player <= 11.7.700.269 / 12.0.0.70 Multiple Vulnerabilities (APSB14-08)
72941,HIGH,Wireshark 1.8.x < 1.8.13 Multiple Vulnerabilities
72983,CRITICAL,Shockwave Player <= 12.0.9.149 Unspecified Memory Corruption Vulnerabilities (APSB14-10)
73081,MEDIUM,Apache 2.4.x < 2.4.8 Multiple Vulnerabilities
73099,HIGH,Firefox < 28.0 Multiple Vulnerabilities
73289,MEDIUM,PHP PHP_RSHUTDOWN_FUNCTION Security Bypass
73338,MEDIUM,PHP 5.4.x < 5.4.27 awk Magic Parsing BEGIN DoS
73345,HIGH,Cisco IOS Software Multiple Network Address Translation (NAT) Denial of Service Vulnerabilities (cisco-sa-20140326-nat)
73404,MEDIUM,OpenSSL 1.0.1 < 1.0.1g Multiple Vulnerabilities
73405,MEDIUM,Apache 2.2.x < 2.2.27 Multiple Vulnerabilities
73412,MEDIUM,OpenSSL Heartbeat Information Disclosure (Heartbleed)
73413,HIGH,MS14-017: Vulnerabilities in Microsoft Word and Office Web Apps Could Allow Remote Code Execution (2949660)
73415,HIGH,MS14-018: Cumulative Security Update for Internet Explorer (2950467)
73416,MEDIUM,MS14-019: Vulnerability in Windows File Handling Component Could Allow Remote Code Execution (2922229)
73417,HIGH,MS14-020: Vulnerability in Microsoft Publisher Could Allow Remote Code Execution (2950145)
73432,CRITICAL,Adobe AIR <= AIR 4.0.0.1628 Multiple Vulnerabilities (APSB14-09)
73433,CRITICAL,Flash Player <= 11.7.700.272 / 12.0.0.77 Multiple Vulnerabilities (APSB14-09)
73570,CRITICAL,Oracle Java SE Multiple Vulnerabilities (April 2014 CPU)
73613,MEDIUM,WinSCP Heartbeat Information Disclosure (Heartbleed)
73740,CRITICAL,Flash Player <= 11.7.700.275 / 13.0.0.182 Pixel Bender Component Buffer Overflow (APSB14-13)
73769,CRITICAL,Firefox < 29.0 Multiple Vulnerabilities
73805,CRITICAL,MS14-021: Security Update for Internet Explorer (2965111)
73862,HIGH,PHP 5.4.x < 5.4.28 FPM Unix Socket Insecure Permission Escalation
73917,MEDIUM,ESXi 5.5 < Build 1746974 / 5.5 Update 1 < Build 1746018 OpenSSL Library Multiple Vulnerabilities (remote check) (Heartbleed)
73982,HIGH,MS14-023: Vulnerabilities in Microsoft Office Could Allow Remote Code Execution (2961037)
73983,MEDIUM,MS14-024: Vulnerability in a Microsoft Common Control Could Allow Security Feature Bypass (2961033)
73984,HIGH,MS14-025: Vulnerability in Group Policy Preferences Could Allow Elevation of Privilege (2962486)
73985,CRITICAL,MS14-026: Vulnerability in .NET Framework Could Allow Elevation of Privilege (2958732)
73986,HIGH,MS14-027: Vulnerability in Windows Shell Handler Could Allow Elevation of Privilege (2962488)
73987,MEDIUM,MS14-028: Vulnerabilities in iSCSI Could Allow Denial of Service (2962485)
73988,HIGH,MS14-029: Security Update for Internet Explorer (2962482)
73990,INFO,MS KB2871997: Update to Improve Credentials Protection and Management
73992,MEDIUM,MS KB2960358: Update for Disabling RC4 in .NET TLS
73993,CRITICAL,Adobe AIR <= AIR 13.0.0.83 Multiple Vulnerabilities (APSB14-14)
73994,CRITICAL,Flash Player <= 13.0.0.206 Multiple Vulnerabilities (APSB14-14)
74011,CRITICAL,Adobe Acrobat < 10.1.10 / 11.0.07 Multiple Vulnerabilities (APSB14-15)
74012,CRITICAL,Adobe Reader < 10.1.10 / 11.0.07 Multiple Vulnerabilities (APSB14-15)
74245,MEDIUM,Apache Tomcat 6.0.x < 6.0.40 Multiple Vulnerabilities
74246,MEDIUM,Apache Tomcat 7.0.0 < 7.0.53 multiple vulnerabilities
74247,MEDIUM,Apache Tomcat 7.0.0 < 7.0.54
74291,MEDIUM,PHP 5.4.x < 5.4.29 'src/cdf.c' Multiple Vulnerabilities
74326,MEDIUM,OpenSSL 'ChangeCipherSpec' MiTM Potential Vulnerability
74363,HIGH,OpenSSL 0.9.8 < 0.9.8za Multiple Vulnerabilities
74364,HIGH,OpenSSL 1.0.1 < 1.0.1h Multiple Vulnerabilities
74422,MEDIUM,MS14-030: Vulnerability in Remote Desktop Could Allow Tampering (2969259)
74423,MEDIUM,MS14-031: Vulnerability in TCP Protocol Could Allow Denial of Service (2962478)
74425,MEDIUM,MS14-033: Vulnerability in Microsoft XML Core Services Could Allow Information Disclosure (2966061)
74426,HIGH,MS14-034: Vulnerability in Microsoft Word Could Allow Remote Code Execution (2969261)
74427,CRITICAL,MS14-035: Cumulative Security Update for Internet Explorer (2969262)
74428,HIGH,MS14-036: Vulnerabilities in Microsoft Graphics Component Could Allow Remote Code Execution (2967487)
74430,CRITICAL,Adobe AIR <= AIR 13.0.0.111 Multiple Vulnerabilities (APSB14-16)
74431,CRITICAL,Flash Player <= 13.0.0.214 Multiple Vulnerabilities (APSB14-16)
74440,CRITICAL,Firefox < 30.0 Multiple Vulnerabilities
74470,MEDIUM,ESXi 5.5 < Build 1881737 OpenSSL Library Multiple Vulnerabilities (remote check)
76114,HIGH,IBM DB2 9.7 < Fix Pack 9a Multiple Vulnerabilities
76116,HIGH,IBM DB2 Stored Procedure Infrastructure Privilege Escalation Vulnerability
76123,MEDIUM,MS Security Advisory 2974294: Vulnerability in Microsoft Malware Protection Engine Could Allow Denial of Service
76167,MEDIUM,WinSCP 5.x < 5.5.4 Multiple Vulnerabilities
76203,MEDIUM,ESXi 5.1 < Build 1900470 OpenSSL Library Multiple Vulnerabilities (remote check)
76281,HIGH,PHP 5.4.x < 5.4.30 Multiple Vulnerabilities
76368,MEDIUM,ESXi 5.0 < Build 1918656 OpenSSL Library Multiple Vulnerabilities (remote check)
76406,CRITICAL,MS14-037: Cumulative Security Update for Internet Explorer (2975687)
76407,HIGH,MS14-038: Vulnerability in Windows Journal Could Allow Remote Code Execution (2975689)
76408,HIGH,MS14-039: Vulnerability in On-Screen Keyboard Could Allow Elevation of Privilege (2975685)
76409,HIGH,MS14-040: Vulnerability in Ancillary Function Driver (AFD) Could Allow Elevation of Privilege (2975684)
76410,MEDIUM,MS14-041: Vulnerability in Microsoft DirectShow Could Allow Elevation of Privilege (2975681)
76413,HIGH,Flash Player <= 14.0.0.125 Multiple Vulnerabilities (APSB14-17)
76491,MEDIUM,Cisco AnyConnect Secure Mobility Client 2.x / 3.x < 3.1(5170) Multiple OpenSSL Vulnerabilities
76532,CRITICAL,Oracle Java SE Multiple Vulnerabilities (July 2014 CPU)
76622,MEDIUM,Apache 2.4.x < 2.4.10 Multiple Vulnerabilities
76763,CRITICAL,Firefox < 31.0 Multiple Vulnerabilities
76791,LOW,PHP 5.4.x < 5.4.31 CLI Server 'header' DoS
